threshold,fpr,tpr
0.7766,0.00994694960210003,0.043887147334964606
0.7767,0.00994694960210003,0.043887147334964606
0.7768,0.00994694960210003,0.043887147334964606
0.7769,0.00994694960210003,0.043887147334964606
0.777,0.00994694960210003,0.043887147334964606
0.7771,0.00994694960210003,0.043887147334964606
0.7772,0.00994694960210003,0.043887147334964606
0.7773,0.00994694960210003,0.043887147334964606
0.7774,0.00994694960210003,0.043887147334964606
0.7775,0.00994694960210003,0.043887147334964606
0.7776,0.00994694960210003,0.04284221525556069
0.7777,0.00994694960210003,0.04179728317615677
0.7778,0.00994694960210003,0.04179728317615677
0.7779,0.00994694960210003,0.04179728317615677
0.778,0.00994694960210003,0.04179728317615677
0.7781,0.00994694960210003,0.04179728317615677
0.7782,0.00994694960210003,0.04075235109675285
0.7783,0.00994694960210003,0.04075235109675285
0.7784,0.00994694960210003,0.04075235109675285
0.7785,0.00994694960210003,0.04075235109675285
0.7786,0.00994694960210003,0.04075235109675285
0.7787,0.009725906277608918,0.04075235109675285
0.7788,0.009725906277608918,0.04075235109675285
0.7789,0.009725906277608918,0.04075235109675285
0.779,0.009283819628626695,0.04075235109675285
0.7791,0.009283819628626695,0.04075235109675285
0.7792,0.009283819628626695,0.04075235109675285
0.7793,0.009283819628626695,0.04075235109675285
0.7794,0.009283819628626695,0.04075235109675285
0.7795,0.009283819628626695,0.03970741901734893
0.7796,0.009283819628626695,0.03970741901734893
0.7797,0.009283819628626695,0.03970741901734893
0.7798,0.009283819628626695,0.03866248693794501
0.7799,0.009283819628626695,0.03866248693794501
0.78,0.009283819628626695,0.03761755485854109
0.7801,0.009283819628626695,0.03761755485854109
0.7802,0.009283819628626695,0.03761755485854109
0.7803,0.009283819628626695,0.03761755485854109
0.7804,0.009283819628626695,0.03761755485854109
0.7805,0.009283819628626695,0.03761755485854109
0.7806,0.009283819628626695,0.03761755485854109
0.7807,0.009283819628626695,0.03761755485854109
0.7808,0.009283819628626695,0.03761755485854109
0.7809,0.009283819628626695,0.03761755485854109
0.781,0.009283819628626695,0.03761755485854109
0.7811,0.009062776304135583,0.03761755485854109
0.7812,0.009062776304135583,0.03761755485854109
0.7813,0.009062776304135583,0.03761755485854109
0.7814,0.009062776304135583,0.03761755485854109
0.7815,0.009062776304135583,0.03761755485854109
0.7816,0.009062776304135583,0.03761755485854109
0.7817,0.009062776304135583,0.03657262277913717
0.7818,0.009062776304135583,0.03657262277913717
0.7819,0.00884173297964447,0.03657262277913717
0.782,0.00884173297964447,0.03657262277913717
0.7821,0.00884173297964447,0.03657262277913717
0.7822,0.00884173297964447,0.03657262277913717
0.7823,0.00884173297964447,0.03657262277913717
0.7824,0.00884173297964447,0.03657262277913717
0.7825,0.00884173297964447,0.03657262277913717
0.7826,0.00884173297964447,0.03657262277913717
0.7827,0.00884173297964447,0.03657262277913717
0.7828,0.00884173297964447,0.03657262277913717
0.7829,0.00884173297964447,0.03657262277913717
0.783,0.00884173297964447,0.03657262277913717
0.7831,0.008399646330662246,0.03552769069973325
0.7832,0.008399646330662246,0.03552769069973325
0.7833,0.008399646330662246,0.03552769069973325
0.7834,0.008399646330662246,0.03552769069973325
0.7835,0.008399646330662246,0.03552769069973325
0.7836,0.008399646330662246,0.03552769069973325
0.7837,0.008399646330662246,0.03552769069973325
0.7838,0.008399646330662246,0.03552769069973325
0.7839,0.008178603006171134,0.03552769069973325
0.784,0.008178603006171134,0.03552769069973325
0.7841,0.008178603006171134,0.03552769069973325
0.7842,0.008178603006171134,0.03552769069973325
0.7843,0.008178603006171134,0.03552769069973325
0.7844,0.008178603006171134,0.03552769069973325
0.7845,0.008178603006171134,0.03552769069973325
0.7846,0.008178603006171134,0.03552769069973325
0.7847,0.008178603006171134,0.03552769069973325
0.7848,0.008178603006171134,0.03552769069973325
0.7849,0.008178603006171134,0.03552769069973325
0.785,0.008178603006171134,0.03552769069973325
0.7851,0.008178603006171134,0.03552769069973325
0.7852,0.008178603006171134,0.03552769069973325
0.7853,0.008178603006171134,0.03552769069973325
0.7854,0.008178603006171134,0.03552769069973325
0.7855,0.008178603006171134,0.03552769069973325
0.7856,0.008178603006171134,0.03552769069973325
0.7857,0.008178603006171134,0.03552769069973325
0.7858,0.008178603006171134,0.03552769069973325
0.7859,0.008178603006171134,0.03552769069973325
0.786,0.008178603006171134,0.03448275862032933
0.7861,0.008178603006171134,0.03448275862032933
0.7862,0.008178603006171134,0.03448275862032933
0.7863,0.008178603006171134,0.03448275862032933
0.7864,0.008178603006171134,0.03448275862032933
0.7865,0.008178603006171134,0.03448275862032933
0.7866,0.008178603006171134,0.03448275862032933
0.7867,0.008178603006171134,0.03448275862032933
0.7868,0.008178603006171134,0.03448275862032933
0.7869,0.008178603006171134,0.03448275862032933
0.787,0.008178603006171134,0.03448275862032933
0.7871,0.008178603006171134,0.03448275862032933
0.7872,0.008178603006171134,0.03343782654092541
0.7873,0.008178603006171134,0.03343782654092541
0.7874,0.008178603006171134,0.03343782654092541
0.7875,0.008178603006171134,0.03343782654092541
0.7876,0.008178603006171134,0.03343782654092541
0.7877,0.008178603006171134,0.03343782654092541
0.7878,0.008178603006171134,0.03343782654092541
0.7879,0.007957559681680023,0.03343782654092541
0.788,0.007957559681680023,0.03343782654092541
0.7881,0.007957559681680023,0.03343782654092541
0.7882,0.007957559681680023,0.03343782654092541
0.7883,0.007957559681680023,0.03343782654092541
0.7884,0.007957559681680023,0.03343782654092541
0.7885,0.007736516357188912,0.03343782654092541
0.7886,0.007736516357188912,0.03343782654092541
0.7887,0.007736516357188912,0.03343782654092541
0.7888,0.007736516357188912,0.03343782654092541
0.7889,0.007736516357188912,0.03343782654092541
0.789,0.007294429708206688,0.03343782654092541
0.7891,0.007294429708206688,0.03343782654092541
0.7892,0.007294429708206688,0.03343782654092541
0.7893,0.007294429708206688,0.03343782654092541
0.7894,0.007294429708206688,0.03343782654092541
0.7895,0.007294429708206688,0.03343782654092541
0.7896,0.007294429708206688,0.03343782654092541
0.7897,0.007294429708206688,0.03343782654092541
0.7898,0.007294429708206688,0.03343782654092541
0.7899,0.007294429708206688,0.03343782654092541
0.79,0.007073386383715576,0.03343782654092541
0.7901,0.007073386383715576,0.03343782654092541
0.7902,0.007073386383715576,0.03343782654092541
0.7903,0.007073386383715576,0.03343782654092541
0.7904,0.007073386383715576,0.03343782654092541
0.7905,0.007073386383715576,0.03343782654092541
0.7906,0.007073386383715576,0.03343782654092541
0.7907,0.007073386383715576,0.03343782654092541
0.7908,0.007073386383715576,0.03343782654092541
0.7909,0.007073386383715576,0.03239289446152149
0.791,0.006852343059224464,0.03239289446152149
0.7911,0.006852343059224464,0.03239289446152149
0.7912,0.0066312997347333525,0.03239289446152149
0.7913,0.0066312997347333525,0.03239289446152149
0.7914,0.0066312997347333525,0.03239289446152149
0.7915,0.0066312997347333525,0.03239289446152149
0.7916,0.0066312997347333525,0.03239289446152149
0.7917,0.0066312997347333525,0.03239289446152149
0.7918,0.0066312997347333525,0.03239289446152149
0.7919,0.0066312997347333525,0.03239289446152149
0.792,0.0066312997347333525,0.03239289446152149
0.7921,0.0066312997347333525,0.03239289446152149
0.7922,0.0066312997347333525,0.03239289446152149
0.7923,0.0066312997347333525,0.03239289446152149
0.7924,0.0066312997347333525,0.03239289446152149
0.7925,0.0066312997347333525,0.03239289446152149
0.7926,0.0066312997347333525,0.03239289446152149
0.7927,0.0066312997347333525,0.03239289446152149
0.7928,0.0066312997347333525,0.03239289446152149
0.7929,0.0066312997347333525,0.03239289446152149
0.793,0.0066312997347333525,0.03239289446152149
0.7931,0.0066312997347333525,0.03239289446152149
0.7932,0.0066312997347333525,0.031347962382117574
0.7933,0.0066312997347333525,0.031347962382117574
0.7934,0.0066312997347333525,0.031347962382117574
0.7935,0.0066312997347333525,0.031347962382117574
0.7936,0.0066312997347333525,0.031347962382117574
0.7937,0.0066312997347333525,0.031347962382117574
0.7938,0.0066312997347333525,0.031347962382117574
0.7939,0.0066312997347333525,0.031347962382117574
0.794,0.0066312997347333525,0.031347962382117574
0.7941,0.006410256410242241,0.031347962382117574
0.7942,0.006410256410242241,0.031347962382117574
0.7943,0.006410256410242241,0.031347962382117574
0.7944,0.006410256410242241,0.031347962382117574
0.7945,0.006410256410242241,0.031347962382117574
0.7946,0.006410256410242241,0.031347962382117574
0.7947,0.006410256410242241,0.030303030302713658
0.7948,0.006410256410242241,0.030303030302713658
0.7949,0.006410256410242241,0.030303030302713658
0.795,0.006410256410242241,0.030303030302713658
0.7951,0.006410256410242241,0.030303030302713658
0.7952,0.006410256410242241,0.02925809822330974
0.7953,0.006410256410242241,0.02925809822330974
0.7954,0.006410256410242241,0.02925809822330974
0.7955,0.006410256410242241,0.02925809822330974
0.7956,0.006410256410242241,0.02925809822330974
0.7957,0.006410256410242241,0.02925809822330974
0.7958,0.006410256410242241,0.02925809822330974
0.7959,0.006410256410242241,0.02925809822330974
0.796,0.006189213085751129,0.02925809822330974
0.7961,0.006189213085751129,0.02925809822330974
0.7962,0.006189213085751129,0.02925809822330974
0.7963,0.006189213085751129,0.02925809822330974
0.7964,0.005968169761260017,0.02925809822330974
0.7965,0.005968169761260017,0.02925809822330974
0.7966,0.005968169761260017,0.02925809822330974
0.7967,0.005968169761260017,0.02925809822330974
0.7968,0.005968169761260017,0.02925809822330974
0.7969,0.005968169761260017,0.02821316614390582
0.797,0.005968169761260017,0.02821316614390582
0.7971,0.005968169761260017,0.02821316614390582
0.7972,0.005747126436768906,0.02821316614390582
0.7973,0.005747126436768906,0.0271682340645019
0.7974,0.005747126436768906,0.0271682340645019
0.7975,0.005747126436768906,0.02612330198509798
0.7976,0.005747126436768906,0.02612330198509798
0.7977,0.005747126436768906,0.02612330198509798
0.7978,0.005747126436768906,0.02612330198509798
0.7979,0.005747126436768906,0.02612330198509798
0.798,0.005747126436768906,0.02612330198509798
0.7981,0.005747126436768906,0.02612330198509798
0.7982,0.005747126436768906,0.02612330198509798
0.7983,0.005747126436768906,0.02612330198509798
0.7984,0.005747126436768906,0.02612330198509798
0.7985,0.005747126436768906,0.02612330198509798
0.7986,0.005747126436768906,0.02612330198509798
0.7987,0.005747126436768906,0.02612330198509798
0.7988,0.005747126436768906,0.02612330198509798
0.7989,0.005747126436768906,0.02612330198509798
0.799,0.005747126436768906,0.02612330198509798
0.7991,0.005747126436768906,0.02612330198509798
0.7992,0.005747126436768906,0.02612330198509798
0.7993,0.005747126436768906,0.02507836990569406
0.7994,0.005747126436768906,0.02403343782629014
0.7995,0.005747126436768906,0.02403343782629014
0.7996,0.005747126436768906,0.02403343782629014
0.7997,0.005747126436768906,0.02403343782629014
0.7998,0.005747126436768906,0.02403343782629014
0.7999,0.005747126436768906,0.02403343782629014
0.8,0.005747126436768906,0.02403343782629014
0.8001,0.005747126436768906,0.022988505746886222
0.8002,0.005747126436768906,0.022988505746886222
0.8003,0.005747126436768906,0.022988505746886222
0.8004,0.005747126436768906,0.022988505746886222
0.8005,0.005747126436768906,0.022988505746886222
0.8006,0.005747126436768906,0.022988505746886222
0.8007,0.005747126436768906,0.022988505746886222
0.8008,0.005526083112277794,0.022988505746886222
0.8009,0.005526083112277794,0.022988505746886222
0.801,0.005526083112277794,0.022988505746886222
0.8011,0.005526083112277794,0.022988505746886222
0.8012,0.005526083112277794,0.022988505746886222
0.8013,0.005526083112277794,0.022988505746886222
0.8014,0.005305039787786682,0.022988505746886222
0.8015,0.005305039787786682,0.021943573667482303
0.8016,0.005305039787786682,0.021943573667482303
0.8017,0.005305039787786682,0.021943573667482303
0.8018,0.005305039787786682,0.021943573667482303
0.8019,0.005305039787786682,0.021943573667482303
0.802,0.005305039787786682,0.021943573667482303
0.8021,0.005305039787786682,0.021943573667482303
0.8022,0.005305039787786682,0.021943573667482303
0.8023,0.005305039787786682,0.021943573667482303
0.8024,0.005305039787786682,0.021943573667482303
0.8025,0.005305039787786682,0.020898641588078384
0.8026,0.005305039787786682,0.020898641588078384
0.8027,0.005305039787786682,0.020898641588078384
0.8028,0.005305039787786682,0.020898641588078384
0.8029,0.005305039787786682,0.020898641588078384
0.803,0.005305039787786682,0.020898641588078384
0.8031,0.005305039787786682,0.020898641588078384
0.8032,0.005305039787786682,0.020898641588078384
0.8033,0.005305039787786682,0.020898641588078384
0.8034,0.005305039787786682,0.020898641588078384
0.8035,0.005305039787786682,0.020898641588078384
0.8036,0.005305039787786682,0.019853709508674464
0.8037,0.005305039787786682,0.019853709508674464
0.8038,0.005305039787786682,0.019853709508674464
0.8039,0.005305039787786682,0.019853709508674464
0.804,0.005305039787786682,0.019853709508674464
0.8041,0.005305039787786682,0.019853709508674464
0.8042,0.005305039787786682,0.018808777429270545
0.8043,0.005305039787786682,0.018808777429270545
0.8044,0.005305039787786682,0.018808777429270545
0.8045,0.005305039787786682,0.018808777429270545
0.8046,0.005305039787786682,0.018808777429270545
0.8047,0.005305039787786682,0.018808777429270545
0.8048,0.005305039787786682,0.018808777429270545
0.8049,0.005305039787786682,0.018808777429270545
0.805,0.005305039787786682,0.018808777429270545
0.8051,0.005305039787786682,0.018808777429270545
0.8052,0.005305039787786682,0.018808777429270545
0.8053,0.005305039787786682,0.018808777429270545
0.8054,0.005305039787786682,0.018808777429270545
0.8055,0.005305039787786682,0.018808777429270545
0.8056,0.005305039787786682,0.018808777429270545
0.8057,0.005305039787786682,0.018808777429270545
0.8058,0.005305039787786682,0.018808777429270545
0.8059,0.005305039787786682,0.018808777429270545
0.806,0.005305039787786682,0.018808777429270545
0.8061,0.005305039787786682,0.018808777429270545
0.8062,0.005305039787786682,0.018808777429270545
0.8063,0.005305039787786682,0.018808777429270545
0.8064,0.005305039787786682,0.018808777429270545
0.8065,0.005305039787786682,0.018808777429270545
0.8066,0.005305039787786682,0.018808777429270545
0.8067,0.005083996463295571,0.018808777429270545
0.8068,0.005083996463295571,0.018808777429270545
0.8069,0.005083996463295571,0.018808777429270545
0.807,0.005083996463295571,0.018808777429270545
0.8071,0.005083996463295571,0.018808777429270545
0.8072,0.005083996463295571,0.018808777429270545
0.8073,0.005083996463295571,0.018808777429270545
0.8074,0.005083996463295571,0.018808777429270545
0.8075,0.005083996463295571,0.018808777429270545
0.8076,0.005083996463295571,0.018808777429270545
0.8077,0.005083996463295571,0.018808777429270545
0.8078,0.005083996463295571,0.018808777429270545
0.8079,0.005083996463295571,0.018808777429270545
0.808,0.005083996463295571,0.018808777429270545
0.8081,0.005083996463295571,0.018808777429270545
0.8082,0.005083996463295571,0.018808777429270545
0.8083,0.005083996463295571,0.018808777429270545
0.8084,0.005083996463295571,0.018808777429270545
0.8085,0.005083996463295571,0.018808777429270545
0.8086,0.005083996463295571,0.018808777429270545
0.8087,0.005083996463295571,0.018808777429270545
0.8088,0.005083996463295571,0.018808777429270545
0.8089,0.005083996463295571,0.018808777429270545
0.809,0.005083996463295571,0.018808777429270545
0.8091,0.005083996463295571,0.018808777429270545
0.8092,0.005083996463295571,0.018808777429270545
0.8093,0.005083996463295571,0.018808777429270545
0.8094,0.005083996463295571,0.018808777429270545
0.8095,0.005083996463295571,0.018808777429270545
0.8096,0.005083996463295571,0.018808777429270545
0.8097,0.005083996463295571,0.017763845349866626
0.8098,0.005083996463295571,0.017763845349866626
0.8099,0.005083996463295571,0.016718913270462706
0.81,0.005083996463295571,0.016718913270462706
0.8101,0.005083996463295571,0.016718913270462706
0.8102,0.005083996463295571,0.016718913270462706
0.8103,0.005083996463295571,0.016718913270462706
0.8104,0.005083996463295571,0.016718913270462706
0.8105,0.005083996463295571,0.016718913270462706
0.8106,0.005083996463295571,0.016718913270462706
0.8107,0.005083996463295571,0.016718913270462706
0.8108,0.005083996463295571,0.016718913270462706
0.8109,0.005083996463295571,0.016718913270462706
0.811,0.005083996463295571,0.016718913270462706
0.8111,0.005083996463295571,0.016718913270462706
0.8112,0.005083996463295571,0.016718913270462706
0.8113,0.005083996463295571,0.016718913270462706
0.8114,0.005083996463295571,0.016718913270462706
0.8115,0.005083996463295571,0.016718913270462706
0.8116,0.005083996463295571,0.015673981191058787
0.8117,0.005083996463295571,0.015673981191058787
0.8118,0.005083996463295571,0.015673981191058787
0.8119,0.005083996463295571,0.015673981191058787
0.812,0.005083996463295571,0.015673981191058787
0.8121,0.005083996463295571,0.015673981191058787
0.8122,0.005083996463295571,0.015673981191058787
0.8123,0.005083996463295571,0.015673981191058787
0.8124,0.005083996463295571,0.015673981191058787
0.8125,0.005083996463295571,0.015673981191058787
0.8126,0.004862953138804459,0.015673981191058787
0.8127,0.004862953138804459,0.015673981191058787
0.8128,0.004862953138804459,0.015673981191058787
0.8129,0.004862953138804459,0.015673981191058787
0.813,0.004862953138804459,0.015673981191058787
0.8131,0.004862953138804459,0.015673981191058787
0.8132,0.004862953138804459,0.015673981191058787
0.8133,0.004862953138804459,0.015673981191058787
0.8134,0.004862953138804459,0.015673981191058787
0.8135,0.004862953138804459,0.015673981191058787
0.8136,0.004862953138804459,0.01462904911165487
0.8137,0.004862953138804459,0.01462904911165487
0.8138,0.004862953138804459,0.01462904911165487
0.8139,0.004862953138804459,0.01462904911165487
0.814,0.004862953138804459,0.01462904911165487
0.8141,0.004862953138804459,0.01462904911165487
0.8142,0.004641909814313347,0.01462904911165487
0.8143,0.004641909814313347,0.01462904911165487
0.8144,0.004641909814313347,0.01462904911165487
0.8145,0.004420866489822235,0.01462904911165487
0.8146,0.004420866489822235,0.01462904911165487
0.8147,0.004199823165331123,0.01462904911165487
0.8148,0.004199823165331123,0.01462904911165487
0.8149,0.004199823165331123,0.01462904911165487
0.815,0.004199823165331123,0.01462904911165487
0.8151,0.004199823165331123,0.01462904911165487
0.8152,0.004199823165331123,0.01462904911165487
0.8153,0.004199823165331123,0.01462904911165487
0.8154,0.004199823165331123,0.01462904911165487
0.8155,0.004199823165331123,0.01462904911165487
0.8156,0.004199823165331123,0.01462904911165487
0.8157,0.004199823165331123,0.01462904911165487
0.8158,0.004199823165331123,0.01462904911165487
0.8159,0.004199823165331123,0.01462904911165487
0.816,0.004199823165331123,0.01462904911165487
0.8161,0.004199823165331123,0.01462904911165487
0.8162,0.004199823165331123,0.01462904911165487
0.8163,0.004199823165331123,0.01462904911165487
0.8164,0.004199823165331123,0.01462904911165487
0.8165,0.004199823165331123,0.01462904911165487
0.8166,0.004199823165331123,0.01462904911165487
0.8167,0.004199823165331123,0.01462904911165487
0.8168,0.004199823165331123,0.01358411703225095
0.8169,0.004199823165331123,0.01358411703225095
0.817,0.003978779840840011,0.01358411703225095
0.8171,0.003978779840840011,0.01358411703225095
0.8172,0.003978779840840011,0.01358411703225095
0.8173,0.003978779840840011,0.01358411703225095
0.8174,0.003978779840840011,0.01358411703225095
0.8175,0.003978779840840011,0.01358411703225095
0.8176,0.003978779840840011,0.01358411703225095
0.8177,0.003978779840840011,0.01358411703225095
0.8178,0.0037577365163489,0.01358411703225095
0.8179,0.0037577365163489,0.01253918495284703
0.818,0.0037577365163489,0.01253918495284703
0.8181,0.0037577365163489,0.01253918495284703
0.8182,0.0037577365163489,0.01253918495284703
0.8183,0.003536693191857788,0.01253918495284703
0.8184,0.003536693191857788,0.01253918495284703
0.8185,0.003536693191857788,0.01253918495284703
0.8186,0.003536693191857788,0.01253918495284703
0.8187,0.003536693191857788,0.01253918495284703
0.8188,0.0033156498673666763,0.01253918495284703
0.8189,0.0033156498673666763,0.01253918495284703
0.819,0.0033156498673666763,0.01253918495284703
0.8191,0.0033156498673666763,0.01253918495284703
0.8192,0.0033156498673666763,0.01253918495284703
0.8193,0.0033156498673666763,0.01253918495284703
0.8194,0.0033156498673666763,0.01253918495284703
0.8195,0.0033156498673666763,0.01253918495284703
0.8196,0.0033156498673666763,0.01253918495284703
0.8197,0.0033156498673666763,0.01253918495284703
0.8198,0.0033156498673666763,0.01253918495284703
0.8199,0.0033156498673666763,0.01253918495284703
0.82,0.0033156498673666763,0.01253918495284703
0.8201,0.0033156498673666763,0.01253918495284703
0.8202,0.0033156498673666763,0.01253918495284703
0.8203,0.0033156498673666763,0.01253918495284703
0.8204,0.0033156498673666763,0.01253918495284703
0.8205,0.0033156498673666763,0.011494252873443111
0.8206,0.0033156498673666763,0.011494252873443111
0.8207,0.0033156498673666763,0.011494252873443111
0.8208,0.0033156498673666763,0.011494252873443111
0.8209,0.0033156498673666763,0.011494252873443111
0.821,0.0033156498673666763,0.011494252873443111
0.8211,0.0033156498673666763,0.011494252873443111
0.8212,0.0030946065428755646,0.011494252873443111
0.8213,0.0030946065428755646,0.011494252873443111
0.8214,0.0030946065428755646,0.011494252873443111
0.8215,0.0030946065428755646,0.011494252873443111
0.8216,0.0030946065428755646,0.011494252873443111
0.8217,0.0030946065428755646,0.011494252873443111
0.8218,0.0030946065428755646,0.010449320794039192
0.8219,0.0030946065428755646,0.010449320794039192
0.822,0.0030946065428755646,0.010449320794039192
0.8221,0.0030946065428755646,0.010449320794039192
0.8222,0.0030946065428755646,0.010449320794039192
0.8223,0.0030946065428755646,0.010449320794039192
0.8224,0.0030946065428755646,0.010449320794039192
0.8225,0.0030946065428755646,0.010449320794039192
0.8226,0.0030946065428755646,0.010449320794039192
0.8227,0.0030946065428755646,0.010449320794039192
0.8228,0.0030946065428755646,0.009404388714635272
0.8229,0.0030946065428755646,0.009404388714635272
0.823,0.0030946065428755646,0.009404388714635272
0.8231,0.0030946065428755646,0.009404388714635272
0.8232,0.0030946065428755646,0.009404388714635272
0.8233,0.0030946065428755646,0.009404388714635272
0.8234,0.0030946065428755646,0.009404388714635272
0.8235,0.0030946065428755646,0.009404388714635272
0.8236,0.0030946065428755646,0.009404388714635272
0.8237,0.0030946065428755646,0.009404388714635272
0.8238,0.0030946065428755646,0.009404388714635272
0.8239,0.0030946065428755646,0.009404388714635272
0.824,0.0030946065428755646,0.009404388714635272
0.8241,0.0030946065428755646,0.009404388714635272
0.8242,0.0030946065428755646,0.009404388714635272
0.8243,0.0030946065428755646,0.009404388714635272
0.8244,0.0030946065428755646,0.009404388714635272
0.8245,0.0030946065428755646,0.009404388714635272
0.8246,0.0030946065428755646,0.009404388714635272
0.8247,0.0030946065428755646,0.009404388714635272
0.8248,0.0030946065428755646,0.009404388714635272
0.8249,0.0030946065428755646,0.009404388714635272
0.825,0.0030946065428755646,0.009404388714635272
0.8251,0.0030946065428755646,0.009404388714635272
0.8252,0.0030946065428755646,0.009404388714635272
0.8253,0.0030946065428755646,0.009404388714635272
0.8254,0.0030946065428755646,0.009404388714635272
0.8255,0.0030946065428755646,0.009404388714635272
0.8256,0.0030946065428755646,0.009404388714635272
0.8257,0.0030946065428755646,0.009404388714635272
0.8258,0.0030946065428755646,0.009404388714635272
0.8259,0.0030946065428755646,0.009404388714635272
0.826,0.0030946065428755646,0.009404388714635272
0.8261,0.0030946065428755646,0.009404388714635272
0.8262,0.002873563218384453,0.009404388714635272
0.8263,0.002873563218384453,0.009404388714635272
0.8264,0.002873563218384453,0.009404388714635272
0.8265,0.002873563218384453,0.009404388714635272
0.8266,0.002873563218384453,0.009404388714635272
0.8267,0.002873563218384453,0.009404388714635272
0.8268,0.002873563218384453,0.009404388714635272
0.8269,0.002873563218384453,0.009404388714635272
0.827,0.002873563218384453,0.009404388714635272
0.8271,0.002873563218384453,0.009404388714635272
0.8272,0.002873563218384453,0.009404388714635272
0.8273,0.002873563218384453,0.009404388714635272
0.8274,0.002652519893893341,0.009404388714635272
0.8275,0.002652519893893341,0.009404388714635272
0.8276,0.002652519893893341,0.009404388714635272
0.8277,0.002652519893893341,0.009404388714635272
0.8278,0.002652519893893341,0.009404388714635272
0.8279,0.002652519893893341,0.009404388714635272
0.828,0.002652519893893341,0.009404388714635272
0.8281,0.0024314765694022295,0.009404388714635272
0.8282,0.0024314765694022295,0.009404388714635272
0.8283,0.0024314765694022295,0.009404388714635272
0.8284,0.0024314765694022295,0.009404388714635272
0.8285,0.0024314765694022295,0.009404388714635272
0.8286,0.0024314765694022295,0.009404388714635272
0.8287,0.0024314765694022295,0.009404388714635272
0.8288,0.0024314765694022295,0.009404388714635272
0.8289,0.0024314765694022295,0.009404388714635272
0.829,0.0024314765694022295,0.009404388714635272
0.8291,0.0024314765694022295,0.009404388714635272
0.8292,0.0024314765694022295,0.009404388714635272
0.8293,0.0024314765694022295,0.009404388714635272
0.8294,0.0024314765694022295,0.009404388714635272
0.8295,0.0024314765694022295,0.008359456635231353
0.8296,0.0024314765694022295,0.008359456635231353
0.8297,0.0024314765694022295,0.008359456635231353
0.8298,0.0024314765694022295,0.008359456635231353
0.8299,0.0024314765694022295,0.008359456635231353
0.83,0.0024314765694022295,0.008359456635231353
0.8301,0.0024314765694022295,0.008359456635231353
0.8302,0.0024314765694022295,0.008359456635231353
0.8303,0.0024314765694022295,0.008359456635231353
0.8304,0.0024314765694022295,0.008359456635231353
0.8305,0.0024314765694022295,0.008359456635231353
0.8306,0.0024314765694022295,0.008359456635231353
0.8307,0.0024314765694022295,0.008359456635231353
0.8308,0.0024314765694022295,0.008359456635231353
0.8309,0.0024314765694022295,0.007314524555827435
0.831,0.0024314765694022295,0.007314524555827435
0.8311,0.0024314765694022295,0.007314524555827435
0.8312,0.0024314765694022295,0.007314524555827435
0.8313,0.0024314765694022295,0.007314524555827435
0.8314,0.0024314765694022295,0.007314524555827435
0.8315,0.0024314765694022295,0.007314524555827435
0.8316,0.0024314765694022295,0.007314524555827435
0.8317,0.0024314765694022295,0.007314524555827435
0.8318,0.0024314765694022295,0.007314524555827435
0.8319,0.0024314765694022295,0.007314524555827435
0.832,0.0024314765694022295,0.007314524555827435
0.8321,0.0024314765694022295,0.006269592476423515
0.8322,0.0024314765694022295,0.006269592476423515
0.8323,0.0024314765694022295,0.006269592476423515
0.8324,0.0024314765694022295,0.006269592476423515
0.8325,0.0024314765694022295,0.006269592476423515
0.8326,0.0024314765694022295,0.006269592476423515
0.8327,0.0022104332449111174,0.006269592476423515
0.8328,0.0022104332449111174,0.006269592476423515
0.8329,0.0022104332449111174,0.006269592476423515
0.833,0.0022104332449111174,0.006269592476423515
0.8331,0.0022104332449111174,0.006269592476423515
0.8332,0.0022104332449111174,0.006269592476423515
0.8333,0.0022104332449111174,0.006269592476423515
0.8334,0.0022104332449111174,0.006269592476423515
0.8335,0.0022104332449111174,0.006269592476423515
0.8336,0.0022104332449111174,0.006269592476423515
0.8337,0.0022104332449111174,0.006269592476423515
0.8338,0.0022104332449111174,0.006269592476423515
0.8339,0.0022104332449111174,0.006269592476423515
0.834,0.0022104332449111174,0.006269592476423515
0.8341,0.0022104332449111174,0.006269592476423515
0.8342,0.0022104332449111174,0.006269592476423515
0.8343,0.0022104332449111174,0.006269592476423515
0.8344,0.0022104332449111174,0.006269592476423515
0.8345,0.0022104332449111174,0.006269592476423515
0.8346,0.0022104332449111174,0.006269592476423515
0.8347,0.0022104332449111174,0.006269592476423515
0.8348,0.0022104332449111174,0.006269592476423515
0.8349,0.0022104332449111174,0.006269592476423515
0.835,0.0022104332449111174,0.006269592476423515
0.8351,0.0022104332449111174,0.005224660397019596
0.8352,0.0022104332449111174,0.005224660397019596
0.8353,0.0022104332449111174,0.005224660397019596
0.8354,0.0022104332449111174,0.005224660397019596
0.8355,0.0022104332449111174,0.005224660397019596
0.8356,0.0022104332449111174,0.005224660397019596
0.8357,0.0022104332449111174,0.005224660397019596
0.8358,0.0022104332449111174,0.005224660397019596
0.8359,0.0022104332449111174,0.005224660397019596
0.836,0.0022104332449111174,0.005224660397019596
0.8361,0.0022104332449111174,0.005224660397019596
0.8362,0.0022104332449111174,0.005224660397019596
0.8363,0.0022104332449111174,0.005224660397019596
0.8364,0.0022104332449111174,0.005224660397019596
0.8365,0.0022104332449111174,0.005224660397019596
0.8366,0.0022104332449111174,0.005224660397019596
0.8367,0.0022104332449111174,0.005224660397019596
